_id,draft_year,birthYear,height,salary,PER,PTS,TS%,MP,OWS,DWS,WS/48,FG%,AST,T,draft_team_Atlanta Hawks,draft_team_Boston Celtics,draft_team_Charlotte Bobcats,draft_team_Charlotte Hornets,draft_team_Chicago Bulls,draft_team_Cleveland Cavaliers,draft_team_Dallas Mavericks,draft_team_Denver Nuggets,draft_team_Detroit Pistons,draft_team_Golden State Warriors,draft_team_Houston Rockets,draft_team_Indiana Pacers,draft_team_Kansas City Kings,draft_team_Los Angeles Clippers,draft_team_Los Angeles Lakers,draft_team_Memphis Grizzlies,draft_team_Miami Heat,draft_team_Milwaukee Bucks,draft_team_Minnesota Timberwolves,draft_team_New Jersey Nets,draft_team_New Orleans Hornets,draft_team_New Orleans Pelicans,draft_team_New Orleans/Oklahoma City Hornets,draft_team_New York Knicks,draft_team_Oklahoma City Thunder,draft_team_Orlando Magic,draft_team_Philadelphia 76ers,draft_team_Phoenix Suns,draft_team_Portland Trail Blazers,draft_team_Sacramento Kings,draft_team_San Antonio Spurs,draft_team_San Diego Clippers,draft_team_Seattle SuperSonics,draft_team_Toronto Raptors,draft_team_Utah Jazz,draft_team_Vancouver Grizzlies,draft_team_Washington Bullets,draft_team_Washington Wizards,position_Center,position_Point Guard,position_Power Forward,position_Shooting Guard,position_Small Forward
boguemu01,1987.0,1965.0,160.0,577750.0,14.35,528.5,0.47325,2118.0,1.975,1.65,0.0795,0.437,609.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
bookede01,2015.0,1996.0,198.0,2175720.0,13.25,1387.0,0.533,2419.0,1.2999999999999998,0.6499999999999999,0.039,0.423,234.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
brandte01,1991.0,1970.0,180.0,839800.0,17.68,854.8,0.516,1861.2,2.9,2.3,0.122,0.446,349.0,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
breweco01,2007.0,1986.0,206.0,3192453.714285714,12.028571428571428,463.85714285714283,0.49071428571428566,1271.2857142857142,-0.11428571428571423,0.9428571428571428,0.053428571428571436,0.4170000000000001,85.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
brewero02,2006.0,1985.0,193.0,2583800.4285714286,13.528571428571428,544.2857142857143,0.5205714285714286,1519.0,2.1857142857142855,2.0285714285714285,0.11085714285714286,0.4695714285714286,112.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
brownke01,2001.0,1981.0,201.0,1796131.3333333333,11.266666666666667,133.0,0.49866666666666665,484.0,0.36666666666666664,0.5,0.07866666666666666,0.4000000000000001,27.833333333333332,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
brownri01,1980.0,1958.0,208.0,160000.0,7.5,195.0,0.439,814.0,-0.6,1.0,0.024,0.406,25.0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bryanko01,1996.0,1978.0,198.0,4526248.0,19.6,1235.6,0.5478000000000001,2072.4,4.8,2.2600000000000002,0.1508,0.4484,228.2,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
burketr01,2013.0,1992.0,185.0,2758039.5,12.5,708.0,0.49175,1654.75,0.75,0.7749999999999999,0.045000000000000005,0.404,243.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
burksal01,2011.0,1991.0,198.0,3728336.0,13.719999999999999,550.2,0.5208,1193.0,1.16,0.6200000000000001,0.0738,0.42380000000000007,100.8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
burtowi01,1990.0,1968.0,203.0,1068000.0,13.116666666666667,646.0,0.5325,1298.1666666666667,0.9833333333333334,0.8166666666666665,0.06616666666666667,0.41900000000000004,79.5,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
butleca01,2002.0,1980.0,201.0,3062755.4,15.379999999999999,1108.0,0.5084,2563.2,2.48,2.38,0.0888,0.4318000000000001,180.8,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bynuman01,2005.0,1987.0,213.0,4277451.6,17.12,572.4,0.5704,1312.4,2.5000000000000004,1.9599999999999997,0.14420000000000002,0.5452,60.6,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cagemi01,1984.0,1962.0,206.0,623333.3333333334,14.466666666666667,797.3333333333334,0.536,2254.0,2.433333333333333,2.5666666666666664,0.09966666666666667,0.48233333333333334,105.66666666666667,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
caldwke01,2013.0,1993.0,196.0,2998909.75,11.45,916.25,0.506,2372.0,1.675,1.9500000000000002,0.07125000000000001,0.404,123.75,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
carran01,1983.0,1961.0,206.0,367500.0,14.95,410.5,0.5715,870.5,1.15,1.1,0.1245,0.5355000000000001,58.5,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cartemi01,2013.0,1991.0,198.0,2447267.6666666665,13.750000000000002,669.8333333333334,0.4691666666666667,1534.5,-1.0666666666666667,1.8,0.02566666666666667,0.40466666666666673,286.5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cartevi01,1998.0,1977.0,198.0,3918700.4,22.080000000000002,1491.6,0.5314000000000001,2344.2,6.2,1.98,0.16040000000000001,0.454,228.8,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
catoke01,1997.0,1974.0,211.0,2965048.0,14.34,331.6,0.5501999999999999,1134.8,1.5599999999999998,1.56,0.13240000000000002,0.515,21.6,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
caulewi01,2015.0,1993.0,213.0,3474720.0,15.85,537.0,0.573,1416.5,1.9,1.45,0.115,0.5465,58.5,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
chambto01,1981.0,1959.0,208.0,587000.0,16.8,1481.0,0.5555000000000001,2471.0,2.75,2.7,0.10650000000000001,0.47450000000000003,170.5,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
chapmre01,1988.0,1967.0,193.0,1029000.0,12.399999999999999,609.6666666666666,0.49183333333333334,1125.5,0.4333333333333333,0.36666666666666664,0.0061666666666666675,0.4418333333333333,120.0,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cheanca01,1993.0,1971.0,201.0,2800000.0,12.8,1002.8,0.5166,2366.2,1.5599999999999998,1.54,0.0608,0.47119999999999995,148.8,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
childjo01,2004.0,1983.0,203.0,2915732.25,16.25,790.5,0.6005,2230.75,4.6,1.225,0.126,0.52425,131.5,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
chrisma01,2016.0,1997.0,208.0,2941440.0,12.3,753.0,0.529,1743.0,0.3,1.5,0.05,0.449,60.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
clarkea01,2009.0,1988.0,208.0,2512506.6666666665,10.166666666666666,170.11111111111111,0.4505555555555556,529.8888888888889,-0.2222222222222222,0.6222222222222222,0.027333333333333334,0.39066666666666666,17.555555555555557,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
clarkke01,1998.0,1975.0,211.0,1849251.857142857,14.8,502.57142857142856,0.5178571428571429,1380.5714285714287,1.1571428571428573,1.9857142857142858,0.09671428571428572,0.48528571428571426,56.142857142857146,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cleavma01,2000.0,1977.0,188.0,1194570.0,5.800000000000001,130.25,0.41974999999999996,385.25,-0.525,0.375,-0.096,0.36474999999999996,62.25,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
collija02,2000.0,1977.0,193.0,1335060.0,11.125,153.75,0.47575,408.25,0.07500000000000001,0.1,0.0455,0.43675,8.5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
collini01,2003.0,1980.0,208.0,3008937.5,14.55,628.25,0.55225,1861.25,2.475,1.35,0.10025,0.516,75.25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
connele01,1982.0,1959.0,193.0,180000.0,12.95,392.0,0.47950000000000004,1335.5,0.9,0.75,0.0605,0.41300000000000003,206.0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
couside01,2010.0,1990.0,211.0,5900276.8,21.56,1323.6,0.5214000000000001,2171.8,1.8199999999999998,2.88,0.1056,0.4612,184.4,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
crawfja01,2000.0,1980.0,196.0,2804299.4,14.059999999999999,795.6,0.5,1804.4,1.1400000000000001,0.9800000000000001,0.04460000000000001,0.40499999999999997,247.4,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
croshau01,1997.0,1975.0,206.0,3126112.0,13.059999999999999,468.2,0.507,1107.4,0.9800000000000001,1.3199999999999998,0.075,0.40939999999999993,55.2,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
curryde01,1986.0,1964.0,193.0,478333.3333333333,16.8,720.0,0.517,1275.6666666666667,0.6333333333333333,1.2333333333333334,0.06733333333333333,0.47333333333333333,121.66666666666667,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
curryst01,2009.0,1988.0,190.0,4517580.8,20.46,1362.8,0.5933999999999999,2389.2,5.58,2.02,0.1508,0.4708,449.4,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dailequ01,1982.0,1961.0,190.0,367500.0,16.65,915.5,0.514,1412.0,1.15,0.65,0.0625,0.4525,129.0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dampier01,1996.0,1975.0,211.0,2959776.0,11.440000000000001,453.8,0.45020000000000004,1331.0,-0.27999999999999997,1.4999999999999998,0.027199999999999995,0.406,53.8,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dareyi01,1994.0,1972.0,213.0,1276125.0,-4.0249999999999995,58.25,0.29100000000000004,250.5,-0.5,0.325,-0.20950000000000002,0.253,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
davisda01,1991.0,1969.0,211.0,1955400.0,15.180000000000001,696.4,0.5618,2164.0,2.92,3.2,0.1348,0.5539999999999999,66.6,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
davised01,2010.0,1989.0,208.0,2105466.285714286,17.0,453.57142857142856,0.5618571428571427,1313.4285714285713,2.3,1.5999999999999999,0.146,0.5469999999999999,49.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
dawkijo01,1986.0,1963.0,188.0,770000.0,17.733333333333334,514.6666666666666,0.5810000000000001,1128.6666666666667,1.5666666666666667,0.4000000000000001,0.119,0.5206666666666666,244.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
dayeau01,2009.0,1988.0,211.0,1903234.6666666667,10.955555555555556,189.55555555555554,0.484,512.4444444444445,0.19999999999999996,0.47777777777777775,0.05544444444444445,0.38455555555555554,27.22222222222222,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dayto01,1992.0,1970.0,198.0,2233857.1428571427,13.357142857142858,897.2857142857143,0.49814285714285716,1809.4285714285713,1.1285714285714286,1.2428571428571427,0.049,0.388,102.85714285714286,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
deherte01,1993.0,1971.0,188.0,1147687.5,12.0,606.8333333333334,0.515,1404.0,0.85,0.5,0.03833333333333334,0.4045,200.5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
delebi01,1991.0,1969.0,206.0,1446400.0,15.48,539.8,0.578,1214.0,1.0399999999999998,1.58,0.0992,0.5428,52.6,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
denglu01,2004.0,1985.0,206.0,4007419.8,16.080000000000002,1024.6,0.5224,2226.2,2.4400000000000004,3.1599999999999997,0.11299999999999999,0.46820000000000006,147.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
derozde01,2009.0,1989.0,201.0,4041154.0,14.580000000000002,1280.4,0.5284000000000001,2550.2,2.96,1.36,0.0782,0.45220000000000005,169.2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
dickemi01,1998.0,1975.0,196.0,2185132.4,11.18,651.4,0.5126,1498.0,1.52,0.38,0.038400000000000004,0.4096,110.6,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dioguik01,2005.0,1983.0,203.0,2428073.625,17.05,203.0,0.5746249999999999,410.75,0.5875,0.38749999999999996,0.12125,0.48824999999999996,11.875,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
diopde01,2001.0,1982.0,213.0,2097416.8,7.62,100.0,0.39080000000000004,719.6,-0.21999999999999997,1.1,0.010199999999999997,0.386,24.0,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
doleami01,1998.0,1977.0,211.0,1452035.2,10.92,376.2,0.471,1051.8,0.31999999999999995,1.1600000000000001,0.066,0.43600000000000005,43.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
doolike01,2000.0,1980.0,190.0,1592890.0,9.940000000000001,319.8,0.48260000000000003,936.4,0.26,0.45999999999999996,0.027200000000000002,0.3952,108.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
drumman01,2012.0,1993.0,211.0,6555184.2,21.54,1024.0,0.5396000000000001,2287.8,3.0800000000000005,4.18,0.1534,0.5592,55.2,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dunnkr01,2016.0,1994.0,193.0,3872520.0,8.1,293.0,0.432,1333.0,-1.2,1.3,0.004,0.377,188.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
edwardo01,1993.0,1971.0,201.0,845000.0,9.0,67.66666666666667,0.452,279.3333333333333,-0.20000000000000004,0.26666666666666666,0.012999999999999998,0.38566666666666666,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ellisda01,1983.0,1960.0,201.0,250000.0,15.833333333333334,1037.6666666666667,0.5293333333333333,1730.0,3.3000000000000003,1.0333333333333334,0.10466666666666664,0.45599999999999996,96.66666666666667,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ellisla01,1992.0,1970.0,203.0,2662800.0,15.180000000000001,823.6,0.5056,1755.4,1.9600000000000002,2.08,0.0864,0.4486,105.4,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
elyme01,2002.0,1978.0,208.0,2453392.285714286,9.057142857142859,243.85714285714286,0.4707142857142857,703.8571428571429,-0.1142857142857143,0.5,0.009714285714285712,0.416,32.142857142857146,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
exumda01,2014.0,1995.0,198.0,3777660.0,7.15,402.5,0.489,1522.5,-0.6000000000000001,1.15,0.022,0.388,155.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
feltora01,2005.0,1984.0,185.0,3766510.4,14.080000000000002,1062.2,0.4944,2787.8,1.22,2.6,0.06559999999999999,0.4109999999999999,514.6,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
floydsl01,1982.0,1960.0,190.0,225000.0,17.7,1504.0,0.5505,2818.5,4.15,1.15,0.091,0.47550000000000003,576.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
flynnjo01,2009.0,1989.0,183.0,3281088.0,10.48,327.0,0.4508,830.8,-0.44000000000000006,0.24,-0.007200000000000001,0.36079999999999995,146.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fordtj01,2003.0,1983.0,201.0,3808796.75,15.925,733.25,0.49324999999999997,1867.75,1.0750000000000002,1.6,0.07250000000000001,0.42625,434.25,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fortsda01,1997.0,1976.0,201.0,2610954.8,18.68,549.8,0.577,1300.6,2.2,0.8800000000000001,0.1498,0.49660000000000004,53.8,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
foyera01,2006.0,1983.0,193.0,3144280.2,13.0,760.2,0.521,1770.0,1.2400000000000002,0.86,0.0548,0.4144,219.4,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
foylead01,1997.0,1975.0,208.0,2619704.0,11.739999999999998,287.0,0.44699999999999995,1173.2,-0.27999999999999997,1.2399999999999998,0.0388,0.4408,32.6,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
frankte01,1987.0,1965.0,208.0,328000.0,9.8,370.5,0.4775,921.0,-0.25,0.6,0.0175,0.401,63.0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fredeji01,2011.0,1989.0,188.0,985269.6666666666,16.82,115.6,0.6082666666666667,250.46666666666667,0.18000000000000002,0.03333333333333333,0.0824,0.5020666666666667,26.133333333333333,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fryech01,2005.0,1983.0,211.0,2427777.8,13.680000000000001,636.6,0.5194000000000001,1549.2,1.58,1.42,0.08819999999999999,0.45439999999999997,62.8,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fulleto02,1996.0,1974.0,193.0,995048.0,10.040000000000001,167.0,0.4532,500.0,-0.01999999999999999,0.4600000000000001,0.0346,0.40099999999999997,9.2,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gainere01,2003.0,1981.0,198.0,1454640.0,4.58,32.8,0.4004,158.4,-0.2,0.04,-0.036399999999999995,0.361,11.4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gallida01,2008.0,1988.0,208.0,4215060.285714285,15.514285714285714,729.7142857142857,0.5862857142857143,1575.2857142857142,3.242857142857143,1.0285714285714287,0.13142857142857142,0.42057142857142854,92.85714285714286,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
garneke01,1995.0,1976.0,211.0,7240684.0,20.080000000000002,1299.2,0.5248,2706.6,3.8,3.8599999999999994,0.1338,0.4875999999999999,266.4,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gayru01,2006.0,1986.0,203.0,4823519.4,15.819999999999999,1321.4,0.5308,2675.0,1.9600000000000002,2.2,0.0728,0.4546,139.8,True,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
georgpa01,2010.0,1990.0,206.0,5285280.6,15.88,888.2,0.535,1836.8,2.04,3.599999999999999,0.11080000000000001,0.4206,167.8,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gillke01,1990.0,1968.0,196.0,1983200.0,15.34,1161.6,0.5086,2368.0,1.8199999999999998,2.3,0.0824,0.4532,273.4,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
gminsmi01,1980.0,1959.0,211.0,350000.0,16.1,1036.0,0.538,2418.0,3.6,2.5,0.122,0.465,158.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gordoer01,2008.0,1988.0,193.0,5191938.8,16.42,888.4,0.5604,1718.4,2.34,0.6599999999999999,0.0856,0.44139999999999996,162.6,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
